CUI1,REL,CUI2,SAB
C1260873,Has parent relationship,C0018824,CSP
C1260873,Has a broader relationship,C0018824,CSP
C1260873,Has child relationship,C0003504,NCI
C1260873,Has child relationship,C0003504,NCI
C1260873,Has child relationship,C0264769,NCI
C1260873,Has parent relationship,C0018824,NCI
C1260873,Has child relationship,C0003504,MSH
C1260873,Has child relationship,C0003505,MSH
C1260873,Has parent relationship,C0018824,MSH
C1260873,Has child relationship,C0264769,SNOMEDCT_US
C1260873,Has parent relationship,C0018824,SNOMEDCT_US
C1260899,Has parent relationship,C0034902,MSH
C1260899,Has parent relationship,C0949116,MSH
C1260899,Has a narrower relationship,C1857719,MSH
C1260899,Has a narrower relationship,C2675511,MSH
C1260899,Has a narrower relationship,C2675512,MSH
C1260899,Has a narrower relationship,C2675859,MSH
C1260899,Has a narrower relationship,C2675860,MSH
C1260899,Has a narrower relationship,C2676137,MSH
C1260899,Has a narrower relationship,C2750080,MSH
C1260899,Has a narrower relationship,C2750081,MSH
C1260899,Has a narrower relationship,C2931850,MSH
C1260899,Has child relationship,C1857719,NCI
C1260899,Has child relationship,C2675511,NCI
C1260899,Has child relationship,C2675512,NCI
C1260899,Has child relationship,C2675859,NCI
C1260899,Has child relationship,C2675860,NCI
C1260899,Has child relationship,C2676137,NCI
C1260899,Has child relationship,C2750080,NCI
C1260899,Has child relationship,C2750081,NCI
C1260899,Has child relationship,C2931850,NCI
C1260899,Has child relationship,C3554042,NCI
C1260899,Has parent relationship,C0034902,NCI
C1260899,Has parent relationship,C2986691,NCI
C1260899,Has parent relationship,C3267032,NCI
C1260899,Source asserted synonymy,C0002876,HPO
C1260899,Source asserted synonymy,C0002876,HPO
C1260899,Source asserted synonymy,C0002876,HPO
C1260899,Has parent relationship,C0178416,HPO
C1260899,Has child relationship,C0265265,SNOMEDCT_US
C1260899,Has parent relationship,C0158995,SNOMEDCT_US
C1260899,Has parent relationship,C0178416,SNOMEDCT_US
C1260899,Has other relationship,C0702159,SNOMEDCT_US
C1260899,Has parent relationship,C0019247,PDQ
C1260903,Has parent relationship,C0005779,NCI
C1260903,Has parent relationship,C2584625,SNOMEDCT_US
C1260915,Has parent relationship,C0039133,NCI
C1260915,Has parent relationship,C0039133,SNOMEDCT_US
C1260915,Has parent relationship,C0153188,SNOMEDCT_US
C1260959,Has child relationship,C0029128,HPO
C1261128,Has a broader relationship,C0033300,MSH
C1261128,Has parent relationship,C0231341,ORPHANET
C1261128,Has parent relationship,C0231341,SNOMEDCT_US
C1261175,Has child relationship,C1842687,ORPHANET
C1261175,Has child relationship,C1856974,ORPHANET
C1261175,Has child relationship,C1969084,ORPHANET
C1261175,Has child relationship,C2932714,ORPHANET
C1261175,Has child relationship,C3554209,ORPHANET
C1261175,Has child relationship,C3554226,ORPHANET
C1261175,Has child relationship,C4014354,ORPHANET
C1261175,Has child relationship,C5190575,ORPHANET
C1261175,Has child relationship,C5442006,ORPHANET
C1261278,Has other relationship,C0268830,SNOMEDCT_US
C1261278,Has parent relationship,C0010692,NCI
C1261278,Has child relationship,C0268830,SNOMEDCT_US
C1261278,Has parent relationship,C0010692,SNOMEDCT_US
C1261283,Has a broader relationship,C0024449,MSH
C1261283,Has parent relationship,C0001255,SNOMEDCT_US
C1261283,Has parent relationship,C0024449,SNOMEDCT_US
C1261283,Has parent relationship,C0001261,NCI
C1261283,Has parent relationship,C0024449,NCI
C1262087,Has parent relationship,C0039082,NCI
C1262087,Has parent relationship,C1709838,NCI
C1262087,Has parent relationship,C1565172,SNOMEDCT_US
C1262087,Has parent relationship,C1565172,ORPHANET
C1262087,Has parent relationship,C1565172,MSH
C1262098,Has parent relationship,C0020550,NCI
C1262117,Has parent relationship,C0022568,NCI
C1262117,Has parent relationship,C3898765,ORPHANET
C1262117,Has parent relationship,C0015405,SNOMEDCT_US
C1262117,Has parent relationship,C3898765,SNOMEDCT_US
C1262147,Has parent relationship,C0011644,NCI
C1262147,Has parent relationship,C0022660,NCI
C1262206,Has parent relationship,C0015645,SNOMEDCT_US
C1262206,Has parent relationship,C0035127,MSH
C1262280,Has parent relationship,C0022658,NCI
C1262313,Has child relationship,C0085082,MSH
C1262313,Has child relationship,C0276653,MSH
C1262313,Has child relationship,C0752342,MSH
C1262313,Has child relationship,C1609535,MSH
C1262313,Has parent relationship,C0026946,MSH
C1262313,Has a narrower relationship,C1142170,MSH
C1262313,Has other relationship,C0026946,SNOMEDCT_US
C1262313,Has child relationship,C0276653,HPO
C1262313,Has parent relationship,C5139079,HPO
C1262481,Related and possibly synonymous,C0017160,CSP
C1262481,Has parent relationship,C0267154,SNOMEDCT_US
C1262481,Has child relationship,C0267154,HPO
C1262481,Has child relationship,C0267448,HPO
C1262481,Has child relationship,C4703536,HPO
C1262481,Has child relationship,C4732807,HPO
C1262481,Has child relationship,C0267154,NCI
C1262481,Has parent relationship,C0017160,NCI
C1263739,Has child relationship,C0268575,NCI
C1263739,Has child relationship,C0268579,NCI
C1263739,Has child relationship,C1536500,NCI
C1263739,Has child relationship,C3696376,NCI
C1263739,Has parent relationship,C0025521,NCI
C1263739,Has child relationship,C0002514,SNOMEDCT_US
C1263739,Has child relationship,C0268634,SNOMEDCT_US
C1263739,Has child relationship,C1865349,SNOMEDCT_US
C1263739,Has parent relationship,C0025517,SNOMEDCT_US
C1263744,Has parent relationship,C0017658,SNOMEDCT_US
C1263744,Has parent relationship,C0017658,NCI
C1263836,Has child relationship,C0035921,NCI
C1263836,Has child relationship,C0158945,NCI
C1263836,Has child relationship,C0275686,NCI
C1263836,Has child relationship,C0276682,NCI
C1263836,Has child relationship,C0339166,NCI
C1263836,Has child relationship,C0343312,NCI
C1263836,Has child relationship,C0343723,NCI
C1263836,Has child relationship,C0343875,NCI
C1263836,Has child relationship,C0456103,NCI
C1263836,Has child relationship,C3887503,NCI
C1263836,Has child relationship,C3897007,NCI
C1263836,Has child relationship,C3899502,NCI
C1263836,Has parent relationship,C0021290,NCI
C1263836,Has parent relationship,C3899656,NCI
C1263836,Has child relationship,C0158947,SNOMEDCT_US
C1263836,Has child relationship,C0270178,SNOMEDCT_US
C1263836,Has child relationship,C0276682,SNOMEDCT_US
C1263836,Has child relationship,C0343312,SNOMEDCT_US
C1263836,Has parent relationship,C0009450,SNOMEDCT_US
C1263836,Has parent relationship,C0021290,SNOMEDCT_US
C1263857,Source asserted synonymy,C0270921,HPO
C1263857,Has child relationship,C2749625,HPO
C1263857,Has child relationship,C4021578,HPO
C1263857,Has parent relationship,C0031117,HPO
C1263857,Has child relationship,C1858353,SNOMEDCT_US
C1263857,Has child relationship,C4510410,SNOMEDCT_US
C1263857,Has child relationship,C5700127,SNOMEDCT_US
C1263857,Has parent relationship,C0270921,SNOMEDCT_US
C1263857,Has parent relationship,C4721453,SNOMEDCT_US
C1263857,Has other relationship,C0152025,SNOMEDCT_US
C1263858,Has a broader relationship,C0026850,MSH
C1263858,Has parent relationship,C0026850,NCI
C1263858,Has parent relationship,C0699743,ORPHANET
C1263960,Has child relationship,C0020457,MSH
C1263960,Has parent relationship,C0342257,MSH
C1263960,Related and possibly synonymous,C0011849,CSP
C1263960,Related and possibly synonymous,C0009421,CSP
C1263960,Has parent relationship,C0006111,SNOMEDCT_US
C1263960,Has parent relationship,C0009421,SNOMEDCT_US
C1263960,Has other relationship,C0011849,SNOMEDCT_US
C1263960,Has other relationship,C2874102,SNOMEDCT_US
C1263992,Has parent relationship,C0271905,NCI
C1263992,Has parent relationship,C0025637,SNOMEDCT_US
C1263992,Has other relationship,C0025637,SNOMEDCT_US
C1264039,Has parent relationship,C0042974,MSH
C1264039,Has parent relationship,C0042974,NCI
C1264039,Has parent relationship,C0042974,ORPHANET
C1264039,Has parent relationship,C5703318,SNOMEDCT_US
C1264039,Has other relationship,C0042974,SNOMEDCT_US
C1264040,Has a narrower relationship,C1282968,MSH
C1264040,Has a narrower relationship,C1282971,MSH
C1264040,Has a narrower relationship,C1282974,MSH
C1264040,Has a narrower relationship,C1282975,MSH
C1264040,Has parent relationship,C0042974,MSH
C1264040,Has child relationship,C1282968,ORPHANET
C1264040,Has child relationship,C1282971,ORPHANET
C1264040,Has child relationship,C1282974,ORPHANET
C1264040,Has child relationship,C1282975,ORPHANET
C1264040,Has parent relationship,C0042974,ORPHANET
C1264040,Has child relationship,C1282968,SNOMEDCT_US
C1264040,Has child relationship,C1282971,SNOMEDCT_US
C1264040,Has child relationship,C1282975,SNOMEDCT_US
C1264040,Has parent relationship,C5703318,SNOMEDCT_US
C1264040,Has other relationship,C0042974,SNOMEDCT_US
C1264041,Has parent relationship,C0042974,MSH
C1264041,Has parent relationship,C0042974,NCI
C1264041,Has parent relationship,C0042974,ORPHANET
C1264041,Has parent relationship,C5703318,SNOMEDCT_US
C1264041,Has other relationship,C0042974,SNOMEDCT_US
C1264603,Has child relationship,C0014059,MSH
C1264603,Has child relationship,C0018378,MSH
C1264603,Has child relationship,C0085435,MSH
C1264603,Has child relationship,C2063079,MSH
C1264603,Has child relationship,C5433293,MSH
C1264603,Has parent relationship,C0008679,MSH
C1264603,Has child relationship,C0032749,SNOMEDCT_US
C1264603,Has child relationship,C0085435,SNOMEDCT_US
C1264603,Has child relationship,C0342173,SNOMEDCT_US
C1264603,Has child relationship,C0343525,SNOMEDCT_US
C1264603,Has child relationship,C3542501,SNOMEDCT_US
C1264603,Has child relationship,C4706387,SNOMEDCT_US
C1264603,Has child relationship,C5680165,SNOMEDCT_US
C1264603,Has other relationship,C0009450,SNOMEDCT_US
C1264606,Has a narrower relationship,C0151317,MSH
C1264606,Has parent relationship,C0752357,MSH
C1264606,Has other relationship,C0008679,MSH
C1264606,Has parent relationship,C0009450,SNOMEDCT_US
C1268935,Has a broader relationship,C0034155,MSH
C1268935,Has parent relationship,C0034155,NCI
C1268935,Has parent relationship,C0034155,ORPHANET
C1268935,Has parent relationship,C0034155,SNOMEDCT_US
C1268935,Has other relationship,C0034150,SNOMEDCT_US
C1268935,Has other relationship,C2717961,SNOMEDCT_US
C1268935,Has other relationship,C2873807,SNOMEDCT_US
C1268936,Has parent relationship,C0019061,NCI
C1268936,Has parent relationship,C0039082,NCI
C1268936,Has parent relationship,C5680165,SNOMEDCT_US
C1268936,Has other relationship,C0009450,SNOMEDCT_US
C1268936,Has other relationship,C0019061,SNOMEDCT_US
C1268936,Has parent relationship,C5680165,ORPHANET
C1271398,Has a broader relationship,C0017612,MSH
C1271398,Has parent relationship,C0549567,SNOMEDCT_US
C1271398,Has other relationship,C0162835,SNOMEDCT_US
C1271398,Has parent relationship,C1335009,NCI
C1271448,Has parent relationship,C0039082,NCI
C1271448,Has parent relationship,C1335009,NCI
C1272352,Has parent relationship,C0042870,NCI
C1272352,Has parent relationship,C0042870,SNOMEDCT_US
C1272352,Has other relationship,C0042870,SNOMEDCT_US
C1272352,Has other relationship,C0042870,SNOMEDCT_US
C1272766,Has parent relationship,C0006271,SNOMEDCT_US
C1272766,Has other relationship,C0001311,SNOMEDCT_US
C1272766,Has other relationship,C0238378,SNOMEDCT_US
C1273070,Has other relationship,C1135196,SNOMEDCT_US
C1273758,Has parent relationship,C0034124,SNOMEDCT_US
C1274103,Has parent relationship,C0029442,NCI
C1274103,Has a broader relationship,C3887650,MSH
C1274103,Has parent relationship,C0029442,SNOMEDCT_US
C1274167,Has parent relationship,C0030807,SNOMEDCT_US
C1274167,Has other relationship,C0030807,SNOMEDCT_US
C1274179,Has a broader relationship,C0006664,MSH
C1274179,Has parent relationship,C0006664,SNOMEDCT_US
C1274179,Has other relationship,C0006664,SNOMEDCT_US
C1274179,Has other relationship,C0006664,SNOMEDCT_US
C1274184,Has child relationship,C0301928,SNOMEDCT_US
C1274184,Has parent relationship,C0037274,SNOMEDCT_US
C1274233,Has parent relationship,C0021051,SNOMEDCT_US
C1274233,Has child relationship,C0001175,NCI
C1274233,Has child relationship,C0206744,NCI
C1274233,Has child relationship,C1333147,NCI
C1274233,Has parent relationship,C0021051,NCI
C1274321,Has parent relationship,C0019345,SNOMEDCT_US
C1274323,Has parent relationship,C0019342,SNOMEDCT_US
C1274711,Has parent relationship,C0018500,SNOMEDCT_US
C1274759,Has parent relationship,C0033847,SNOMEDCT_US
C1274788,Has parent relationship,C0009766,SNOMEDCT_US
C1274788,Has parent relationship,C0022573,SNOMEDCT_US
C1274788,Has other relationship,C0022573,SNOMEDCT_US
C1274834,Has parent relationship,C2717961,ORPHANET
C1274834,Has parent relationship,C0024141,SNOMEDCT_US
C1274834,Has other relationship,C0024141,SNOMEDCT_US
C1274834,Has other relationship,C0024141,SNOMEDCT_US
C1274838,Has parent relationship,C0024138,ORPHANET
C1274838,Has parent relationship,C0024138,SNOMEDCT_US
C1274838,Has other relationship,C0409974,SNOMEDCT_US
C1274838,Has other relationship,C5574816,SNOMEDCT_US
C1274838,Has other relationship,C5574816,SNOMEDCT_US
C1274983,Has parent relationship,C4329999,ORPHANET
C1275035,Has parent relationship,C0870082,SNOMEDCT_US
C1275035,Has other relationship,C0870082,NCI
C1275047,Has parent relationship,C0043352,NCI
C1275047,Has parent relationship,C1709831,NCI
C1275047,Has parent relationship,C0043352,SNOMEDCT_US
C1275050,Has parent relationship,C0085179,SNOMEDCT_US
C1275081,Has parent relationship,C1709838,NCI
C1275081,Has parent relationship,C5555857,NCI
C1275081,Has a broader relationship,C0013575,MSH
C1275081,Has a broader relationship,C0015544,MSH
C1275081,Has parent relationship,C1302790,SNOMEDCT_US
C1275081,Has parent relationship,C0013575,ORPHANET
C1275083,Has other relationship,C0392777,SNOMEDCT_US
C1275088,Has a broader relationship,C0007760,MSH
C1275088,Has a broader relationship,C0020757,MSH
C1275088,Has other relationship,C0020758,SNOMEDCT_US
C1275088,Has other relationship,C0870082,SNOMEDCT_US
C1275113,Has other relationship,C0079294,SNOMEDCT_US
C1275113,Has other relationship,C0079294,SNOMEDCT_US
C1275113,Has parent relationship,C0079294,ORPHANET
C1275114,Has a broader relationship,C0079294,MSH
C1275114,Has parent relationship,C0079294,ORPHANET
C1275126,Has a broader relationship,C0751422,MSH
C1275126,Has parent relationship,C0751422,ORPHANET
C1275126,Has parent relationship,C0751422,SNOMEDCT_US
C1275126,Has other relationship,C3889979,SNOMEDCT_US
C1275273,Has parent relationship,C0023801,MSH
C1275273,Has parent relationship,C0950123,MSH
C1275273,Has other relationship,C0023801,SNOMEDCT_US
C1275273,Has parent relationship,C0019247,SNOMEDCT_US
C1275339,Has parent relationship,C0043325,MSH
C1275339,Has parent relationship,C0019624,ORPHANET
C1275339,Has parent relationship,C0008679,SNOMEDCT_US
C1275592,Has child relationship,C3898153,NCI
C1275592,Has parent relationship,C0151864,NCI
C1275592,Has child relationship,C0158947,SNOMEDCT_US
C1275592,Has child relationship,C0267497,SNOMEDCT_US
C1275592,Has other relationship,C0406047,SNOMEDCT_US
C1275592,Has a broader relationship,C0008495,MSH
C1275684,Has child relationship,C0149842,HPO
C1275684,Has parent relationship,C0005741,HPO
C1275684,Has parent relationship,C0015423,MSH
C1275684,Has parent relationship,C0009759,SNOMEDCT_US
C1275684,Has parent relationship,C0015423,SNOMEDCT_US
C1275684,Has parent relationship,C0036502,SNOMEDCT_US
C1275684,Has other relationship,C0005741,SNOMEDCT_US
C1275685,Has a broader relationship,C0010035,MSH
C1275685,Has parent relationship,C0018179,SNOMEDCT_US
C1275685,Has other relationship,C0010035,SNOMEDCT_US
C1275685,Has parent relationship,C0038457,ORPHANET
C1275718,Has a broader relationship,C0035854,MSH
C1275718,Has parent relationship,C0035854,SNOMEDCT_US
C1275718,Has parent relationship,C3875321,SNOMEDCT_US
C1275808,Has child relationship,C1859049,SNOMEDCT_US
C1275808,Has parent relationship,C0242354,SNOMEDCT_US
C1275808,Has parent relationship,C1145628,SNOMEDCT_US
C1275808,Has other relationship,C0037315,SNOMEDCT_US
C1275808,Has other relationship,C1859049,MSH
C1275808,Has a broader relationship,C0520680,MSH
C1275808,Has parent relationship,C0039082,NCI
C1276000,Has parent relationship,C0015310,HPO
C1276000,Has parent relationship,C0015310,SNOMEDCT_US
C1276000,Has other relationship,C0015310,SNOMEDCT_US
C1276001,Has parent relationship,C4703406,HPO
C1276001,Has parent relationship,C0028850,SNOMEDCT_US
C1276002,Has parent relationship,C4703402,HPO
C1276035,Has a broader relationship,C5779613,MSH
C1276035,Has parent relationship,C1709838,NCI
C1276035,Has parent relationship,C5779613,ORPHANET
C1276035,Has parent relationship,C5779613,SNOMEDCT_US
C1276801,Has parent relationship,C0014736,MSH
C1276801,Has other relationship,C0014736,SNOMEDCT_US
C1276801,Has parent relationship,C0014736,SNOMEDCT_US
C1278821,Has child relationship,C0017409,ORPHANET
C1278821,Has child relationship,C0023343,ORPHANET
C1278821,Has child relationship,C0024198,ORPHANET
C1278821,Has parent relationship,C0597039,SNOMEDCT_US
C1278821,Has parent relationship,C4721453,SNOMEDCT_US
C1278821,Has child relationship,C3542501,NCI
C1278821,Has parent relationship,C0597039,NCI
C1279264,Has child relationship,C0042029,SNOMEDCT_US
C1279264,Has parent relationship,C0009450,SNOMEDCT_US
C1279264,Has parent relationship,C0080276,SNOMEDCT_US
C1279264,Has child relationship,C0014179,NCI
C1279264,Has child relationship,C0019386,NCI
C1279264,Has child relationship,C0034215,NCI
C1279264,Has child relationship,C0034220,NCI
C1279264,Has child relationship,C0040921,NCI
C1279264,Has child relationship,C0042029,NCI
C1279264,Has child relationship,C0240811,NCI
C1279264,Has child relationship,C0242172,NCI
C1279264,Has child relationship,C0349735,NCI
C1279264,Has child relationship,C0404521,NCI
C1279264,Has child relationship,C0581395,NCI
C1279264,Has child relationship,C0600041,NCI
C1279264,Has child relationship,C0854337,NCI
C1279264,Has child relationship,C1699561,NCI
C1279264,Has parent relationship,C4744968,NCI
C1279412,Has other relationship,C0030443,SNOMEDCT_US
C1279412,Has other relationship,C0238357,SNOMEDCT_US
C1279412,Has other relationship,C0238358,SNOMEDCT_US
C1279412,Has other relationship,C0268445,SNOMEDCT_US
C1279412,Has other relationship,C4751572,SNOMEDCT_US
C1279412,Has other relationship,C4751573,SNOMEDCT_US
C1279412,Has other relationship,C0238357,SNOMEDCT_US
C1279412,Has other relationship,C0238358,SNOMEDCT_US
C1279412,Has other relationship,C0268445,SNOMEDCT_US
C1279412,Has child relationship,C1563715,SNOMEDCT_US
C1279412,Has child relationship,C4751572,SNOMEDCT_US
C1279412,Has child relationship,C4751573,SNOMEDCT_US
C1279412,Has child relationship,C0238357,HPO
C1279412,Has child relationship,C4021553,HPO
C1279412,Has child relationship,C0238357,ORPHANET
C1279412,Has child relationship,C0238358,ORPHANET
C1279412,Has child relationship,C0268446,ORPHANET
C1279412,Has child relationship,C1563715,ORPHANET
C1279412,Has child relationship,C4751572,ORPHANET
C1279412,Has child relationship,C4751573,ORPHANET
C1279481,Has parent relationship,C0085110,MSH
C1279481,Has parent relationship,C1138434,MSH
C1279481,Has a narrower relationship,C1848144,MSH
C1279481,Has parent relationship,C0085110,NCI
C1279481,Has parent relationship,C2828000,NCI
C1279481,Has other relationship,C4725913,NCI
C1279621,Has parent relationship,C5139395,HPO
C1279945,Has parent relationship,C2350236,ORPHANET
C1279945,Has parent relationship,C2350236,SNOMEDCT_US
C1279945,Has other relationship,C0206062,SNOMEDCT_US
C1279945,Has parent relationship,C2350236,NCI
C1280433,Related and possibly synonymous,C0023787,CSP
C1280433,Has parent relationship,C0023787,HPO
C1280433,Has child relationship,C0432291,SNOMEDCT_US
C1280433,Has parent relationship,C0009782,SNOMEDCT_US
C1280433,Has parent relationship,C0263978,SNOMEDCT_US
C1280433,Has parent relationship,C1285162,SNOMEDCT_US
C1280469,Has a broader relationship,C0013882,MSH
C1280469,Has parent relationship,C0008679,SNOMEDCT_US
C1280469,Has parent relationship,C0016510,SNOMEDCT_US
C1280798,Has a broader relationship,C0042974,MSH
C1280798,Has parent relationship,C0042974,NCI
C1280798,Has parent relationship,C0005779,SNOMEDCT_US
C1280798,Has other relationship,C0029804,SNOMEDCT_US
C1280798,Has other relationship,C0477316,SNOMEDCT_US
C1282204,Has parent relationship,C0013592,HPO
C1282204,Has a broader relationship,C0013592,MSH
C1282204,Has a broader relationship,C0015464,MSH
C1282204,Has parent relationship,C0013592,SNOMEDCT_US
C1282204,Has other relationship,C0013592,SNOMEDCT_US
C1282359,Has parent relationship,C0030804,NCI
C1282359,Has a broader relationship,C0030804,MSH
C1282359,Has parent relationship,C0030804,SNOMEDCT_US
C1282522,Has parent relationship,C0043325,SNOMEDCT_US
C1282522,Has other relationship,C0302314,SNOMEDCT_US
C1282522,Has parent relationship,C0302314,NCI
C1282522,Has parent relationship,C1882108,NCI
C1282609,Has parent relationship,C0023510,SNOMEDCT_US
C1282916,Has parent relationship,C0034735,NCI
C1282916,Has child relationship,C0206138,SNOMEDCT_US
C1282916,Has parent relationship,C0034735,SNOMEDCT_US
C1282916,Has other relationship,C0034735,SNOMEDCT_US
C1282952,Has parent relationship,C1334997,NCI
C1282952,Has child relationship,C0014488,SNOMEDCT_US
C1282952,Has parent relationship,C0242490,SNOMEDCT_US
C1282968,Has a broader relationship,C1264040,MSH
C1282968,Has parent relationship,C0042974,NCI
C1282968,Has parent relationship,C1264040,ORPHANET
C1282968,Has parent relationship,C1264040,SNOMEDCT_US
C1282968,Has other relationship,C0042974,SNOMEDCT_US
C1282971,Has a broader relationship,C1264040,MSH
C1282971,Has parent relationship,C0042974,NCI
C1282971,Has parent relationship,C1264040,ORPHANET
C1282971,Has parent relationship,C1264040,SNOMEDCT_US
C1282971,Has other relationship,C0042974,SNOMEDCT_US
C1282974,Has a broader relationship,C1264040,MSH
C1282974,Has parent relationship,C0042974,NCI
C1282974,Has parent relationship,C1264040,ORPHANET
C1282975,Has a broader relationship,C1264040,MSH
C1282975,Has parent relationship,C0042974,NCI
C1282975,Has parent relationship,C1264040,ORPHANET
C1282975,Has parent relationship,C1264040,SNOMEDCT_US
C1282975,Has other relationship,C0042974,SNOMEDCT_US
C1283386,Has child relationship,C3532326,SNOMEDCT_US
C1283400,Has a broader relationship,C0025521,MSH
C1283400,Has parent relationship,C0149676,SNOMEDCT_US
C1283400,Has other relationship,C5880943,SNOMEDCT_US
C1283601,Has parent relationship,C0149676,SNOMEDCT_US
C1283601,Has other relationship,C0348489,SNOMEDCT_US
C1283601,Has parent relationship,C0085078,NCI
C1283620,Has parent relationship,C0007001,CSP
C1283620,Has parent relationship,C0149676,CSP
C1283620,Has parent relationship,C0596765,CSP
C1283620,Has a broader relationship,C0007001,CSP
C1283620,Has a broader relationship,C0149676,CSP
C1283620,Has a broader relationship,C0596765,CSP
C1283620,Has a broader relationship,C0007001,MSH
C1283620,Has parent relationship,C0025521,NCI
C1283620,Has parent relationship,C0149676,SNOMEDCT_US
C1285162,Has child relationship,C0002726,SNOMEDCT_US
C1285162,Has child relationship,C0007093,SNOMEDCT_US
C1285162,Has child relationship,C0013426,SNOMEDCT_US
C1285162,Has child relationship,C0014117,SNOMEDCT_US
C1285162,Has child relationship,C0015458,SNOMEDCT_US
C1285162,Has child relationship,C0017154,SNOMEDCT_US
C1285162,Has child relationship,C0017661,SNOMEDCT_US
C1285162,Has child relationship,C0022350,SNOMEDCT_US
C1285162,Has child relationship,C0022716,SNOMEDCT_US
C1285162,Has child relationship,C0023787,SNOMEDCT_US
C1285162,Has child relationship,C0025209,SNOMEDCT_US
C1285162,Has child relationship,C0027538,SNOMEDCT_US
C1285162,Has child relationship,C0027877,SNOMEDCT_US
C1285162,Has child relationship,C0030807,SNOMEDCT_US
C1285162,Has child relationship,C0032273,SNOMEDCT_US
C1285162,Has child relationship,C0033847,SNOMEDCT_US
C1285162,Has child relationship,C0034100,SNOMEDCT_US
C1285162,Has child relationship,C0035459,SNOMEDCT_US
C1285162,Has child relationship,C0036830,SNOMEDCT_US
C1285162,Has child relationship,C0040451,SNOMEDCT_US
C1285162,Has child relationship,C0043325,SNOMEDCT_US
C1285162,Has child relationship,C0085511,SNOMEDCT_US
C1285162,Has child relationship,C0154778,SNOMEDCT_US
C1285162,Has child relationship,C0155822,SNOMEDCT_US
C1285162,Has child relationship,C0156312,SNOMEDCT_US
C1285162,Has child relationship,C0178664,SNOMEDCT_US
C1285162,Has child relationship,C0241616,SNOMEDCT_US
C1285162,Has child relationship,C0268060,SNOMEDCT_US
C1285162,Has child relationship,C0269802,SNOMEDCT_US
C1285162,Has child relationship,C0270210,SNOMEDCT_US
C1285162,Has child relationship,C0270715,SNOMEDCT_US
C1285162,Has child relationship,C0270922,SNOMEDCT_US
C1285162,Has child relationship,C0271000,SNOMEDCT_US
C1285162,Has child relationship,C0311337,SNOMEDCT_US
C1285162,Has child relationship,C0341698,SNOMEDCT_US
C1285162,Has child relationship,C0393847,SNOMEDCT_US
C1285162,Has child relationship,C0917981,SNOMEDCT_US
C1285162,Has child relationship,C1280433,SNOMEDCT_US
C1285162,Has child relationship,C1837728,SNOMEDCT_US
C1285162,Has child relationship,C1839780,SNOMEDCT_US
C1285162,Has child relationship,C1842674,SNOMEDCT_US
C1285162,Has child relationship,C1847735,SNOMEDCT_US
C1285162,Has child relationship,C1849678,SNOMEDCT_US
C1285162,Has child relationship,C1862939,SNOMEDCT_US
C1285162,Has child relationship,C2677565,SNOMEDCT_US
C1285162,Has child relationship,C2678468,SNOMEDCT_US
C1285162,Has child relationship,C2931786,SNOMEDCT_US
C1285162,Has child relationship,C4302826,SNOMEDCT_US
C1285162,Has child relationship,C4304919,SNOMEDCT_US
C1285162,Has child relationship,C4305133,SNOMEDCT_US
C1285162,Has child relationship,C4305135,SNOMEDCT_US
C1285162,Has child relationship,C4510649,SNOMEDCT_US
C1285162,Has child relationship,C4545231,SNOMEDCT_US
C1285162,Has child relationship,C5567467,SNOMEDCT_US
C1285162,Has parent relationship,C0012634,SNOMEDCT_US
C1285162,Has child relationship,C0011303,NCI
C1285162,Has child relationship,C0270715,NCI
C1285261,Has parent relationship,C0015929,SNOMEDCT_US
C1285261,Has parent relationship,C3714509,SNOMEDCT_US
C1285261,Has parent relationship,C0015929,MSH
C1285261,Has parent relationship,C0162429,MSH
C1285291,Has parent relationship,C0003962,HPO
C1285291,Has parent relationship,C0003962,SNOMEDCT_US
C1285291,Has parent relationship,C0015929,SNOMEDCT_US
C1285334,Has child relationship,C0151219,HPO
C1285334,Has child relationship,C0012624,SNOMEDCT_US
C1285334,Has child relationship,C0029420,SNOMEDCT_US
C1285334,Has child relationship,C0032453,SNOMEDCT_US
C1285334,Has child relationship,C0406568,SNOMEDCT_US
C1285334,Has parent relationship,C0007302,SNOMEDCT_US
C1285373,Has child relationship,C0158940,NCI
C1285373,Has child relationship,C0349468,NCI
C1285373,Has child relationship,C0349470,NCI
C1285373,Has parent relationship,C0021290,NCI
C1285373,Has parent relationship,C5421222,NCI
C1285373,Has child relationship,C0035220,SNOMEDCT_US
C1285373,Has child relationship,C0158940,SNOMEDCT_US
C1285373,Has child relationship,C0349468,SNOMEDCT_US
C1285373,Has parent relationship,C0021290,SNOMEDCT_US
C1288283,Has a narrower relationship,C0406550,MSH
C1288283,Has parent relationship,C0009782,MSH
C1288283,Has other relationship,C0010495,MSH
C1288283,Has child relationship,C0406550,SNOMEDCT_US
C1288283,Has child relationship,C4518772,SNOMEDCT_US
C1288283,Has child relationship,C4518793,SNOMEDCT_US
C1288283,Has parent relationship,C0037284,SNOMEDCT_US
C1288283,Has parent relationship,C0151514,SNOMEDCT_US
C1290049,Has parent relationship,C3899621,NCI
C1290049,Has parent relationship,C0036420,SNOMEDCT_US
C1290049,Has other relationship,C0036420,SNOMEDCT_US
C1290049,Has other relationship,C0036420,SNOMEDCT_US
C1290138,Has parent relationship,C0036421,NCI
C1290138,Has parent relationship,C0036421,SNOMEDCT_US
C1290138,Has other relationship,C2895198,SNOMEDCT_US
